Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength,Time Diff (sec),Time Range
32b18bfd-6b29-4e1d-a1bc-419ad008ec9a-2,EDC_BS6_PERIODIC,2025-11-26 00:01:04,2025-11-26 00:01:20,18.542312,73.952512,61650.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.734,47.13,6.0,-55.0,16.0,0-5Mins
32b18bfd-6b29-4e1d-a1bc-419ad008ec9a-1,EDC_BS6_PERIODIC,2025-11-26 00:01:10,2025-11-26 00:01:20,18.542312,73.9525248,61651.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.736,47.13,7.0,-55.0,10.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-10,EDC_BS6_PERIODIC,2025-11-26 00:01:16,2025-11-26 00:02:21,18.542328,73.9524992,61652.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.784,47.13,7.0,-55.0,65.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-9,EDC_BS6_PERIODIC,2025-11-26 00:01:22,2025-11-26 00:02:21,18.5423552,73.9524544,61653.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.805,47.13,7.0,-55.0,59.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-8,EDC_BS6_PERIODIC,2025-11-26 00:01:28,2025-11-26 00:02:21,18.542288,73.95248,61654.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.661,47.13,7.0,-55.0,53.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-7,EDC_BS6_PERIODIC,2025-11-26 00:01:34,2025-11-26 00:02:21,18.542272,73.952448,61655.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.58,47.13,7.0,-55.0,47.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-6,EDC_BS6_PERIODIC,2025-11-26 00:01:40,2025-11-26 00:02:21,18.5422752,73.952416,61656.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.546,303.75,6.0,-55.0,41.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-5,EDC_BS6_PERIODIC,2025-11-26 00:01:46,2025-11-26 00:02:21,18.5422528,73.9524224,61657.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.547,303.75,6.0,-55.0,35.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-4,EDC_BS6_PERIODIC,2025-11-26 00:01:52,2025-11-26 00:02:21,18.542208,73.9524608,61658.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.567,303.75,5.0,-55.0,29.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-3,EDC_BS6_PERIODIC,2025-11-26 00:01:58,2025-11-26 00:02:21,18.5420448,73.952576,61659.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.555,303.75,5.0,-55.0,23.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-2,EDC_BS6_PERIODIC,2025-11-26 00:02:04,2025-11-26 00:02:21,18.54204,73.952672,61660.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,17.0,0-5Mins
c972a7c0-40ff-4642-aca4-4b430a29aa74-1,EDC_BS6_PERIODIC,2025-11-26 00:02:10,2025-11-26 00:02:21,18.54204,73.952672,61661.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,11.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-10,EDC_BS6_PERIODIC,2025-11-26 00:02:16,2025-11-26 00:03:22,18.54204,73.952672,61662.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,66.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-9,EDC_BS6_PERIODIC,2025-11-26 00:02:22,2025-11-26 00:03:22,18.54204,73.952672,61663.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,60.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-8,EDC_BS6_PERIODIC,2025-11-26 00:02:28,2025-11-26 00:03:22,18.54204,73.952672,61664.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,54.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-7,EDC_BS6_PERIODIC,2025-11-26 00:02:34,2025-11-26 00:03:22,18.54204,73.952672,61665.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,563.627,132.55,4.0,-55.0,48.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-6,EDC_BS6_PERIODIC,2025-11-26 00:02:40,2025-11-26 00:03:22,18.5419904,73.9524736,61666.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,544.619,132.55,5.0,-55.0,42.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-5,EDC_BS6_PERIODIC,2025-11-26 00:02:46,2025-11-26 00:03:22,18.5419872,73.952352,61667.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,551.317,132.55,5.0,-55.0,36.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-4,EDC_BS6_PERIODIC,2025-11-26 00:02:52,2025-11-26 00:03:22,18.542008,73.95232,61668.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,557.116,132.55,6.0,-55.0,30.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-3,EDC_BS6_PERIODIC,2025-11-26 00:02:58,2025-11-26 00:03:22,18.5420176,73.95232,61669.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.755,132.55,5.0,-55.0,24.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-2,EDC_BS6_PERIODIC,2025-11-26 00:03:04,2025-11-26 00:03:22,18.5420336,73.952352,61670.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.859,132.55,6.0,-55.0,18.0,0-5Mins
3cef89ab-ee60-42f2-93ba-96c68792f02f-1,EDC_BS6_PERIODIC,2025-11-26 00:03:10,2025-11-26 00:03:22,18.542032,73.9523328,61671.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.846,132.55,6.0,-55.0,12.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-10,EDC_BS6_PERIODIC,2025-11-26 00:03:16,2025-11-26 00:04:23,18.542072,73.9523456,61672.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.816,132.55,6.0,-55.0,67.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-9,EDC_BS6_PERIODIC,2025-11-26 00:03:22,2025-11-26 00:04:23,18.5421088,73.9523456,61673.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.818,132.55,6.0,-55.0,61.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-8,EDC_BS6_PERIODIC,2025-11-26 00:03:28,2025-11-26 00:04:23,18.5421312,73.9522816,61674.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.791,132.55,6.0,-55.0,55.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-7,EDC_BS6_PERIODIC,2025-11-26 00:03:34,2025-11-26 00:04:23,18.5420928,73.9521792,61675.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,559.838,277.7,6.0,-55.0,49.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-6,EDC_BS6_PERIODIC,2025-11-26 00:03:40,2025-11-26 00:04:23,18.5421408,73.9524992,61676.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.341,277.7,7.0,-55.0,43.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-5,EDC_BS6_PERIODIC,2025-11-26 00:03:46,2025-11-26 00:04:23,18.5421568,73.9525696,61677.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.419,277.7,6.0,-55.0,37.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-4,EDC_BS6_PERIODIC,2025-11-26 00:03:52,2025-11-26 00:04:23,18.5421216,73.9525824,61678.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.382,277.7,7.0,-55.0,31.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-3,EDC_BS6_PERIODIC,2025-11-26 00:03:58,2025-11-26 00:04:23,18.5421456,73.95264,61679.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.294,277.7,7.0,-55.0,25.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-2,EDC_BS6_PERIODIC,2025-11-26 00:04:04,2025-11-26 00:04:23,18.5421472,73.9526784,61680.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.291,277.7,6.0,-55.0,19.0,0-5Mins
b39f1365-1c08-41ac-95e7-a0d5ff34f30a-1,EDC_BS6_PERIODIC,2025-11-26 00:04:10,2025-11-26 00:04:23,18.54216,73.952704,61681.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.268,277.7,5.0,-55.0,13.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-10,EDC_BS6_PERIODIC,2025-11-26 00:04:16,2025-11-26 00:05:24,18.5421408,73.9526912,61682.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.276,277.7,6.0,-61.0,68.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-9,EDC_BS6_PERIODIC,2025-11-26 00:04:22,2025-11-26 00:05:24,18.5421312,73.9526656,61683.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.276,277.7,8.0,-61.0,62.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-8,EDC_BS6_PERIODIC,2025-11-26 00:04:28,2025-11-26 00:05:24,18.5420992,73.952672,61684.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.276,277.7,9.0,-61.0,56.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-7,EDC_BS6_PERIODIC,2025-11-26 00:04:34,2025-11-26 00:05:24,18.542064,73.952672,61685.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.226,277.7,9.0,-61.0,50.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-6,EDC_BS6_PERIODIC,2025-11-26 00:04:40,2025-11-26 00:05:24,18.542064,73.952672,61686.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.226,277.7,9.0,-61.0,44.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-5,EDC_BS6_PERIODIC,2025-11-26 00:04:46,2025-11-26 00:05:24,18.542064,73.952672,61687.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.226,277.7,8.0,-61.0,38.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-4,EDC_BS6_PERIODIC,2025-11-26 00:04:52,2025-11-26 00:05:24,18.5420512,73.9526912,61688.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.101,277.7,7.0,-61.0,32.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-3,EDC_BS6_PERIODIC,2025-11-26 00:04:58,2025-11-26 00:05:24,18.5420256,73.952736,61689.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.228,277.7,7.0,-61.0,26.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-2,EDC_BS6_PERIODIC,2025-11-26 00:05:04,2025-11-26 00:05:24,18.54204,73.952736,61690.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.253,277.7,8.0,-61.0,20.0,0-5Mins
f6cc2850-c951-4ad4-9582-41f383d811c4-1,EDC_BS6_PERIODIC,2025-11-26 00:05:10,2025-11-26 00:05:24,18.542056,73.952768,61691.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.33,277.7,9.0,-61.0,14.0,0-5Mins
bb0ef075-5a08-4b99-a84c-8503f4641f20-2,EDC_BS6_PERIODIC,2025-11-26 00:05:16,2025-11-26 00:17:25,18.5420512,73.9527552,61692.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.367,277.7,9.0,-61.0,729.0,5-15Mins
653d4057-fa60-48a3-813c-246ba4959880-10,EDC_BS6_PERIODIC,2025-11-26 00:05:22,2025-11-26 00:06:25,18.5420608,73.952704,61693.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.418,263.63,11.0,-61.0,63.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-9,EDC_BS6_PERIODIC,2025-11-26 00:05:28,2025-11-26 00:06:25,18.5420672,73.9526784,61694.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.486,263.63,10.0,-61.0,57.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-8,GPS_MESSAGE,2025-11-26 00:05:29,2025-11-26 00:06:25,18.542072,73.9526784,,,3DFix,,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",0.0,0.0,IgnitionOn,1,560.0,25.0,10.0,,56.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-7,EDC_BS6_PERIODIC,2025-11-26 00:05:34,2025-11-26 00:06:25,18.542088,73.952704,61695.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.526,263.63,10.0,-61.0,51.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-6,EDC_BS6_PERIODIC,2025-11-26 00:05:40,2025-11-26 00:06:25,18.5420992,73.9527104,61696.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.549,263.63,9.0,-61.0,45.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-5,EDC_BS6_PERIODIC,2025-11-26 00:05:46,2025-11-26 00:06:25,18.542144,73.9527296,61697.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.635,263.63,9.0,-61.0,39.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-4,EDC_BS6_PERIODIC,2025-11-26 00:05:52,2025-11-26 00:06:25,18.5421952,73.9527616,61698.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.796,55.97,8.0,-61.0,33.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-3,EDC_BS6_PERIODIC,2025-11-26 00:05:58,2025-11-26 00:06:25,18.5422176,73.9527808,61699.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,560.908,55.97,8.0,-61.0,27.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-2,EDC_BS6_PERIODIC,2025-11-26 00:06:04,2025-11-26 00:06:25,18.542224,73.9527744,61700.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.012,55.97,7.0,-61.0,21.0,0-5Mins
653d4057-fa60-48a3-813c-246ba4959880-1,EDC_BS6_PERIODIC,2025-11-26 00:06:10,2025-11-26 00:06:25,18.5422176,73.9527168,61701.0,,FixOK,A,ObG5CU0302,G131b15423,"GXR2+VV4, Pune, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.164,55.97,8.0,-61.0,15.0,0-5Mins
bb0ef075-5a08-4b99-a84c-8503f4641f20-1,EDC_BS6_PERIODIC,2025-11-26 00:06:16,2025-11-26 00:17:25,18.5422176,73.9527104,61702.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.463,55.97,9.0,-61.0,669.0,5-15Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-10,EDC_BS6_PERIODIC,2025-11-26 00:06:22,2025-11-26 00:07:27,18.5421888,73.9527296,61703.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.565,55.97,10.0,-61.0,65.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-9,EDC_BS6_PERIODIC,2025-11-26 00:06:28,2025-11-26 00:07:27,18.5421632,73.9527168,61704.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.619,55.97,10.0,-61.0,59.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-8,EDC_BS6_PERIODIC,2025-11-26 00:06:34,2025-11-26 00:07:27,18.542144,73.952672,61705.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.693,55.97,6.0,-61.0,53.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-7,EDC_BS6_PERIODIC,2025-11-26 00:06:40,2025-11-26 00:07:27,18.542128,73.9526912,61706.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.749,55.97,6.0,-61.0,47.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-6,EDC_BS6_PERIODIC,2025-11-26 00:06:46,2025-11-26 00:07:27,18.542096,73.9527296,61707.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.781,55.97,6.0,-61.0,41.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-5,EDC_BS6_PERIODIC,2025-11-26 00:06:52,2025-11-26 00:07:27,18.542064,73.952768,61708.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.762,55.97,7.0,-61.0,35.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-4,EDC_BS6_PERIODIC,2025-11-26 00:06:58,2025-11-26 00:07:27,18.542064,73.9527552,61709.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.731,55.97,7.0,-61.0,29.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-3,EDC_BS6_PERIODIC,2025-11-26 00:07:04,2025-11-26 00:07:27,18.5420608,73.9527424,61710.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.661,55.97,7.0,-61.0,23.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-2,EDC_BS6_PERIODIC,2025-11-26 00:07:10,2025-11-26 00:07:27,18.542064,73.9526912,61711.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.645,55.97,7.0,-61.0,17.0,0-5Mins
922e81ab-75c1-44be-b2a7-0c650c5c9327-1,EDC_BS6_PERIODIC,2025-11-26 00:07:16,2025-11-26 00:07:27,18.542072,73.952704,61712.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.672,55.97,8.0,-61.0,11.0,0-5Mins
bf56c930-b1c2-4505-ab58-1e0981c98a64-10,EDC_BS6_PERIODIC,2025-11-26 00:07:22,2025-11-26 00:08:28,18.542088,73.952704,61713.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.658,55.97,8.0,-61.0,66.0,0-5Mins
bf56c930-b1c2-4505-ab58-1e0981c98a64-9,EDC_BS6_PERIODIC,2025-11-26 00:07:28,2025-11-26 00:08:28,18.54208,73.9527168,61714.0,,FixOK,A,ObG5CU0302,G131b15423,"Unnamed Road, Maharashtra 411036, India",115003.25,0.0,IgnitionOn,1,561.608,55.97,7.0,-61.0,60.0,0-5Mins
